English,Chinese,Source,LineNo
Ouchy-oochy,哎唷呢喃,03_Characters/Talking_Pet.md,116
Overwhelmer,壓倒者號,02_Races/Thraddash.md,196
PLAM PRIKKY,靈啟,08_Translation_Rules/Alien_Speech_Rule.md,34
PRIORITIES SET AT POINT OF ORIGIN,優先權 於原點 已設定,02_Races/Slylandro_Probe.md,137
PRIORITY OVER-RIDE. NEW BEHAVIOR DICTATED,優先權覆蓋,02_Races/Slylandro_Probe.md,135
PROBE 2418-B,探測器 2418-B,02_Races/Slylandro_Probe.md,127
PROBE 2418-B,2418-B 號探測器,07_Glossary/Master_Glossary.md,408
Particle Beam,粒子束,07_Glossary/Tech_Names.md,44
Particle Beam,粒子束,07_Glossary/Fixed_Terms.csv,105
Path of Now and Forever,現在與永恆之道,02_Races/Ur_Quan.md,83
Path of Now and Forever,現在與永恆之道,02_Races/Ur_Quan_Kohr_Ah.md,116
Path of Now and Forever,現在與永恆之道,02_Races/Ur_Quan_Kzer_Za.md,113
Path of Now and Forever,現在與永恆之道,07_Glossary/Master_Glossary.md,312
Path of Now and Forever,現在與永恆之道,08_Translation_Rules/Alien_Speech_Rule.md,154
Path of Now and Forever,現在與永恆之道,07_Glossary/Fixed_Terms.csv,150
Penetrator,穿透艦,04_Ships/Alliance_Ships.md,143
Penetrator,穿透艦,07_Glossary/Master_Glossary.md,182
Penetrator,穿透艦,07_Glossary/Ship_Names.md,18
Penetrator,穿透艦,07_Glossary/Fixed_Terms.csv,70
Penetrator / Syreen Penetrator,穿透艦,02_Races/Syreen.md,234
Personal Magnifier,個人增益器,07_Glossary/Master_Glossary.md,379
Photon Crystal,光子晶體,01_World_Lore/Technology_Level.md,23
Photon Crystals,光子晶體彈,07_Glossary/Tech_Names.md,31
Photon Crystals,光子晶體彈,07_Glossary/Fixed_Terms.csv,91
Photon crystal weapon,光子晶體武器,02_Races/Chenjesu.md,116
Pkunk,新時代嘻皮,00_Project_Control/Dossier_Voice_Audit_2026-08-15.md,71
Pkunk,普恩族,07_Glossary/Master_Glossary.md,62
Pkunk,普恩族,07_Glossary/Fixed_Terms.csv,25
Pkunk Fury,烈憤艦,07_Glossary/Master_Glossary.md,402
Planet Lander,登陸艇,05_Technology/Ship_Modules.md,69
Planet Lander,登陸艇,07_Glossary/Master_Glossary.md,370
Planet Lander,登陸艇,07_Glossary/Tech_Names.md,119
Plasma Bolt,電漿彈,01_World_Lore/Technology_Level.md,24
Plasmoids,電漿團,07_Glossary/Master_Glossary.md,136
Plasmoids,電漿團,07_Glossary/Tech_Names.md,32
Plasmoids,電漿團,07_Glossary/Fixed_Terms.csv,92
Please don't eat us,請別吃我們,02_Races/Spathi.md,82
Please don't shoot,請,02_Races/Spathi.md,79
Please save us!,請救救我們,02_Races/Zoq_Fot_Pik.md,133
Pluto,冥王星,07_Glossary/Master_Glossary.md,263
Pluto,冥王星,07_Glossary/Place_Names.md,14
Pluto,冥王星,07_Glossary/Fixed_Terms.csv,163
Podship,莢艦,02_Races/Mycon.md,132
Podship,莢艦,04_Ships/Hierarchy_Ships.md,150
Podship,莢艦,07_Glossary/Master_Glossary.md,135
Podship,莢艦,07_Glossary/Master_Glossary.md,188
Podship,莢艦,07_Glossary/Ship_Names.md,28
Podship,莢艦,07_Glossary/Fixed_Terms.csv,76
Point Defense,點防禦,07_Glossary/Tech_Names.md,96
Point-Defense Laser,點防禦雷射,05_Technology/Ship_Modules.md,44
Point-Defense Laser,點防禦雷射,07_Glossary/Master_Glossary.md,378
Point-Defense Laser,點防禦雷射,07_Glossary/Tech_Names.md,95
Point-Defense Laser,點防禦雷射,07_Glossary/Fixed_Terms.csv,139
Portal / natural Portal,傳送門 / 天然傳送門,02_Races/Arilou.md,141
Portal Spawner,傳送門產生器,02_Races/Arilou.md,142
Portal Spawner,傳送門生成器,02_Races/Druuge.md,206
Portal Spawner,傳送門生成器,05_Technology/Ship_Modules.md,81
Portal Spawner,傳送門生成器,07_Glossary/Master_Glossary.md,227
Prank / Joke / Good joke,惡作劇 / 玩笑 / 好玩笑,02_Races/Umgah.md,138
Pratfall City,摔跤鎮,02_Races/Thraddash.md,207
Precious Metals,貴金屬,05_Technology/Resource_Elements.md,26
Precursor,先驅者,07_Glossary/Fixed_Terms.csv,36
Precursor / Precursors,先驅者,07_Glossary/Master_Glossary.md,73
Precursor Dumps,先驅垃圾場,02_Races/Thraddash.md,188
Precursor warp nullifier / warp nullification field,先驅者曲速抑制器,07_Glossary/Master_Glossary.md,236
Precursors,先驅族,02_Races/Druuge.md,198
Precursors,先驅,02_Races/Zoq_Fot_Pik.md,165
Precursors,先驅者,07_Glossary/Fixed_Terms.csv,37
"Prepare to meet thy Doom, alien Thief!",準備迎接你的末日,02_Races/Thraddash.md,200
Presto!,變！,07_Glossary/Master_Glossary.md,392
Primat,總議長,07_Glossary/Master_Glossary.md,405
Primordial World,原始行星,06_Locations/Planet_Types.md,16
Primordial World,原始行星,07_Glossary/Place_Names.md,77
Probability,機率,02_Races/Mmrnmhrm.md,78
Probe,斯萊探測器,04_Ships/Hierarchy_Ships.md,156
Probe,斯萊探測器,07_Glossary/Master_Glossary.md,198
Probe,斯萊探測器,07_Glossary/Ship_Names.md,34
Probe,斯萊探測器,07_Glossary/Fixed_Terms.csv,85
Probes,探針,02_Races/Slylandro.md,78
Procyon,南河三,06_Locations/Star_Systems.md,35
Procyon,南河三,07_Glossary/Master_Glossary.md,266
Procyon,南河三,07_Glossary/Place_Names.md,28
Procyon,注意,09_AI_Prompt/Translate_Lore.md,145
Procyon,南河三,07_Glossary/Fixed_Terms.csv,166
Professor Jules Farnsworth,方斯渥教授,07_Glossary/Master_Glossary.md,159
Professor Jules Farnsworth,方斯渥教授,07_Glossary/Fixed_Terms.csv,55
Profit,利潤,02_Races/Druuge.md,173
Project Bluebook,藍皮書計畫,02_Races/Arilou.md,125
Prophecy,預言,02_Races/Pkunk.md,82
Prototype,原型,02_Races/Androsynth.md,79
QuasiSpace,準空間,01_World_Lore/Technology_Level.md,11
QuasiSpace,準空間,02_Races/Arilou.md,138
QuasiSpace,準空間,06_Locations/Star_Systems.md,58
QuasiSpace,準空間,07_Glossary/Master_Glossary.md,244
QuasiSpace,準空間,07_Glossary/Place_Names.md,89
QuasiSpace,準空間,07_Glossary/Tech_Names.md,160
QuasiSpace,準空間,07_Glossary/Fixed_Terms.csv,128
QuasiSpace Portal Spawner,準空間傳送門生成器,05_Technology/Ship_Modules.md,80
QuasiSpace Portal Spawner,準空間傳送門生成器,07_Glossary/Tech_Names.md,126
Queen,女王 / 女皇,01_World_Lore/Political_System.md,101
"Quiet, fool!",安靜,02_Races/Zoq_Fot_Pik.md,148
REPLICATION,複製,02_Races/Slylandro_Probe.md,139
RESOURCE EXTRACTION,資源提取,02_Races/Slylandro_Probe.md,140
RU,資源單位,01_World_Lore/Technology_Level.md,33
RU,資源單位,05_Technology/Resource_Elements.md,46
RU,RU,07_Glossary/Tech_Names.md,136
RU,RU,07_Glossary/Fixed_Terms.csv,135
Radioactive World,輻射性行星,06_Locations/Planet_Types.md,19
Radioactive World,輻射性行星,07_Glossary/Place_Names.md,80
Radioactives,放射性物質,05_Technology/Resource_Elements.md,27
Rainbow World,彩虹世界,02_Races/Melnorme.md,81
Rainbow World,彩虹世界,03_Characters/Trade_Master_Greenish.md,71
Rainbow World,彩虹世界,07_Glossary/Master_Glossary.md,383
Rand's insult / The Insult,蘭德的侮辱 / 那次侮辱,02_Races/VUX.md,118
Rare Earths,稀土,05_Technology/Resource_Elements.md,25
Reduction World,縮小的行星,06_Locations/Planet_Types.md,18
Reduction World,縮小的行星,07_Glossary/Place_Names.md,79
Reeunk / Jugkah / Gnusko / Muuhd / Pudt / Yajag / Mak-Roni,里溫克／賈卡／格努斯柯／穆德／普德／亞加格,02_Races/Thraddash.md,198
Reeunk Afterburner,里溫克後燃器,02_Races/Thraddash.md,185
Reincarnation,輪迴,02_Races/Pkunk.md,77
Reject,拒絕／不接受,02_Races/Androsynth.md,82
Rigel,參宿七,06_Locations/Star_Systems.md,41
Rigel,參宿七,07_Glossary/Place_Names.md,33
Rigel,參宿七,09_AI_Prompt/Translate_Lore.md,147
Rigel,參宿七,07_Glossary/Fixed_Terms.csv,171
Root,綠矮星 Root,02_Races/Supox.md,179
"Roswell, New Mexico",新墨西哥州的羅斯威爾,02_Races/Arilou.md,126
Rosy Sphere,玫瑰球體,01_World_Lore/Technology_Level.md,77
Rosy Sphere,玫瑰球體,02_Races/Druuge.md,194
Rosy Sphere,玫瑰球體,05_Technology/Precursor_Artifact.md,92
Rosy Sphere,玫瑰球體,07_Glossary/Master_Glossary.md,223
Rosy Sphere,玫瑰球體,07_Glossary/Tech_Names.md,14
Rosy Sphere,玫瑰球體,07_Glossary/Fixed_Terms.csv,124
Rup-Rup-Rup-BGAK!,呼,08_Translation_Rules/Alien_Speech_Rule.md,32
SHUT UP!,閉嘴,02_Races/Zoq_Fot_Pik.md,145
SNARF!,嗆聲,02_Races/Thraddash.md,173
SNARL!,咆哮,02_Races/Thraddash.md,170
SNORT!,保留原文,02_Races/Thraddash.md,168
SNORT!,哼！,07_Glossary/Master_Glossary.md,332
SNORT!,哼嗤鼻聲,07_Glossary/Master_Glossary.md,427
SNORT!,待譯,08_Translation_Rules/Alien_Speech_Rule.md,42
SNORT!,SNORT!,07_Glossary/Fixed_Terms.csv,208
SURVIVAL SUB-SYSTEM ACTIVATED,生存子系統已啟動,02_Races/Slylandro_Probe.md,131
SYSTEMS CHECK LEVEL FOUR REPORTS FULL FUNCTIONALITY,系統檢查 第四級 回報 完全 功能正常,02_Races/Slylandro_Probe.md,149
Sa-Matra,薩瑪特拉,01_World_Lore/Technology_Level.md,73
Sa-Matra,薩馬特拉,02_Races/Chmmr.md,113
Sa-Matra,保留原文,02_Races/Thraddash.md,204
Sa-Matra,薩馬特拉,02_Races/Ur_Quan_Kohr_Ah.md,124
Sa-Matra,薩馬特拉,02_Races/Ur_Quan_Kzer_Za.md,120
Sa-Matra,薩瑪特拉,03_Characters/Talking_Pet.md,103
Sa-Matra,薩瑪特拉,05_Technology/Precursor_Artifact.md,90
Sa-Matra,薩瑪特拉,07_Glossary/Master_Glossary.md,207
Sa-Matra,薩瑪特拉,07_Glossary/Master_Glossary.md,230
Sa-Matra,薩瑪特拉,07_Glossary/Tech_Names.md,12
Sa-Matra,薩瑪特拉,07_Glossary/Fixed_Terms.csv,122
Sacrifice / Glory,犧牲 / 光榮,02_Races/Shofixti.md,143
Sacrifice / Sacramental,獻祭 / 聖祭的,02_Races/Ilwrath.md,129
Safe / Safety,安全,02_Races/Spathi.md,78
Safe Ones,平安族,02_Races/Spathi.md,83
Safe Ones,平安族,03_Characters/Fwiffo.md,68
Safe Ones,平安族,03_Characters/Safe_Ones_High_Council.md,83
Safe Ones,平安族,03_Characters/Safe_Ones_High_Council.md,227
Safe Ones,平安族,07_Glossary/Master_Glossary.md,80
Safe Ones,平安族,07_Glossary/Fixed_Terms.csv,17
Scout,偵察艦,04_Ships/Alliance_Ships.md,141
Scout,偵察艦,07_Glossary/Master_Glossary.md,180
Scout,偵察艦,07_Glossary/Ship_Names.md,16
Scout,偵察艦,07_Glossary/Fixed_Terms.csv,68
Secret Spathi Cypher,史怕族秘密密碼,03_Characters/Safe_Ones_High_Council.md,85
Secret Spathi Cypher,史怕族秘密密碼,03_Characters/Safe_Ones_High_Council.md,229
Secret Spathi Cypher,史怕族秘密密碼,07_Glossary/Master_Glossary.md,83
Selenic World,輕行星,06_Locations/Planet_Types.md,13
Selenic World,輕行星,07_Glossary/Place_Names.md,74
Sentient Milieu,感知聯盟,02_Races/Ur_Quan_Kzer_Za.md,128
Sentient Milieu,感知聯盟,03_Characters/Talking_Pet.md,97
Sentient Milieu,感知聯盟,03_Characters/Talking_Pet.md,308
Sentient Milieu,感知聯盟,07_Glossary/Master_Glossary.md,314
Sentient Milieu,感知聯盟,07_Glossary/Master_Glossary.md,356
Sentient Milieu,感知聯盟,07_Glossary/Fixed_Terms.csv,152
Sequence,序列,02_Races/Androsynth.md,81
Servitude / enslave,奴役 / 使之為奴,02_Races/Ur_Quan_Kzer_Za.md,118
Shattered Worlds,碎裂世界,02_Races/Mycon.md,142
Shattered Worlds,碎裂世界群,07_Glossary/Master_Glossary.md,131
Sheesh!,唷嘖,02_Races/Zoq_Fot_Pik.md,135
Shiva Furnace,濕婆熔爐,05_Technology/Ship_Modules.md,53
Shiva Furnace,濕婆熔爐,07_Glossary/Master_Glossary.md,367
Shiva Furnace,濕婆熔爐,07_Glossary/Tech_Names.md,107
Shiva Furnace,希瓦爐,07_Glossary/Fixed_Terms.csv,141
Shloosh,舒洛許,07_Glossary/Master_Glossary.md,124
Shofixti,修烈士族,07_Glossary/Master_Glossary.md,50
Shofixti,修烈士族,07_Glossary/Fixed_Terms.csv,10
Shofixti Maidens,修菲少女,02_Races/Druuge.md,202
Shofixti Maidens,修烈士少女,02_Races/VUX.md,186
Sigh,嘆息,02_Races/Utwig.md,117
Sirius,天狼星,06_Locations/Star_Systems.md,33
Sirius,天狼星,07_Glossary/Master_Glossary.md,264
Sirius,天狼星,07_Glossary/Place_Names.md,26
Sirius,天狼星,09_AI_Prompt/Translate_Lore.md,146
Sirius,天狼星,07_Glossary/Fixed_Terms.csv,164
Skiff,快艇,04_Ships/Alliance_Ships.md,142
Skiff,快艇,07_Glossary/Master_Glossary.md,181
Skiff,快艇,07_Glossary/Ship_Names.md,17
Skiff,快艇,07_Glossary/Fixed_Terms.csv,69
Slave,奴隸 / 戰奴 / 禁足奴族,01_World_Lore/Political_System.md,103
Slave Revolt,奴隸起義,07_Glossary/Master_Glossary.md,98
Slave Shield,奴隸防護罩,01_World_Lore/Technology_Level.md,27
Slave Shield,奴隸防護罩,02_Races/Ur_Quan.md,79
Slave Shield,奴隸防護罩,02_Races/Ur_Quan_Kzer_Za.md,115
Slave War,奴隸戰爭,07_Glossary/Master_Glossary.md,99
Slylandro,半正式詩意悠閒,00_Project_Control/Dossier_Voice_Audit_2026-08-15.md,72
Slylandro,斯萊族,07_Glossary/Master_Glossary.md,64
Slylandro,斯萊族,07_Glossary/Fixed_Terms.csv,27
Slylandro Probe,全大寫,00_Project_Control/Dossier_Voice_Audit_2026-08-15.md,109
Slylandro Probe,斯萊探測器,07_Glossary/Master_Glossary.md,65
Slylandro Probe,斯萊探測器,07_Glossary/Fixed_Terms.csv,28
So sorry,深感抱歉,02_Races/Slylandro.md,77
Sol,太陽,09_AI_Prompt/Translate_Lore.md,143
Sol,太陽系,07_Glossary/Fixed_Terms.csv,161
Sol / Sol System,太陽系,07_Glossary/Master_Glossary.md,259
Sol / Sol System,太陽系,07_Glossary/Place_Names.md,12
Solar Manipulator,太陽操縱器,02_Races/Mycon.md,134
Solar Manipulator,恆星操控器,07_Glossary/Master_Glossary.md,122
Space Marines,太空探險隊,07_Glossary/Tech_Names.md,56
Space Marines,*太空探險隊*,07_Glossary/Fixed_Terms.csv,116
Space Patrol,太空巡邏隊,02_Races/Syreen.md,231
Spathi,卑躬屈膝,00_Project_Control/Dossier_Voice_Audit_2026-08-15.md,73
Spathi,史怕族,07_Glossary/Master_Glossary.md,54
Spathi,史怕族,07_Glossary/Fixed_Terms.csv,16
Spathi High Council,史怕族最高議會,07_Glossary/Master_Glossary.md,82
Spathiwa,史怕瓦,03_Characters/Safe_Ones_High_Council.md,96
Spathiwa,史怕瓦,03_Characters/Safe_Ones_High_Council.md,230
Spathiwa,史怕瓦,07_Glossary/Master_Glossary.md,84
Spears of light in the darkness,黑暗中的光之矛,02_Races/Mycon.md,131
Sphere of Influence,影響圈,07_Glossary/Master_Glossary.md,290
Sphere of Influence,影響圈,07_Glossary/Place_Names.md,93
Sphere of Influence,影響圈,07_Glossary/Tech_Names.md,162
Sphere of Influence,影響圈,07_Glossary/Fixed_Terms.csv,193
Splib,小普利,07_Glossary/Master_Glossary.md,112
Spore / Seed,孢子 / 種子,02_Races/Ur_Quan_Kohr_Ah.md,115
Star Control,星際指揮部,07_Glossary/Master_Glossary.md,240
Star Control,星際指揮部,07_Glossary/Tech_Names.md,135
Star Control,星際指揮部,07_Glossary/Fixed_Terms.csv,131
Starbase,星際基地,07_Glossary/Master_Glossary.md,291
Starbase,星際基地,07_Glossary/Place_Names.md,92
Starbase,星際基地,07_Glossary/Fixed_Terms.csv,192
Starbase Commander,Starbase 指揮官,02_Races/Syreen.md,235
Stinger,刺激者號,04_Ships/Neutral_Ships.md,166
Stinger,刺針號,07_Glossary/Master_Glossary.md,195
Stinger,刺激者號,07_Glossary/Ship_Names.md,49
Stinger,刺激者號,07_Glossary/Fixed_Terms.csv,82
Stinger starship,刺激者號,02_Races/Zoq_Fot_Pik.md,153
Storage Bay,儲藏艙,05_Technology/Ship_Modules.md,36
Storage Bay,貨艙,07_Glossary/Master_Glossary.md,372
Storage Bay,儲藏艙,07_Glossary/Tech_Names.md,89
Sub-commander DAX,達克斯副指揮官,02_Races/VUX.md,190
Sub-commander DAX,副指揮官達克斯,07_Glossary/Master_Glossary.md,154
Submit or die,臣服，否則覆滅,02_Races/Ur_Quan_Kzer_Za.md,119
Sun Device,太陽裝置,01_World_Lore/Technology_Level.md,76
Sun Device,太陽裝置,05_Technology/Precursor_Artifact.md,93
Sun Device,太陽裝置,07_Glossary/Master_Glossary.md,221
Sun Device,太陽裝置,07_Glossary/Tech_Names.md,18
Sun Device,太陽裝置,07_Glossary/Fixed_Terms.csv,125
Superior,優越,02_Races/Androsynth.md,80
Supox,極正式優雅,00_Project_Control/Dossier_Voice_Audit_2026-08-15.md,74
Supox,蘇菩族,07_Glossary/Master_Glossary.md,61
Supox,蘇菩族,07_Glossary/Fixed_Terms.csv,24
Supox Blade,蘇菩鋒刃艦,02_Races/Supox.md,201
Sweet Cakes,小甜心,02_Races/Syreen.md,241
Symbiosis / symbionts,共生 / 共生者,02_Races/Supox.md,172
Synthesis,合成 / 融合,02_Races/Mmrnmhrm.md,80
Syra,保留原文 · 已毀滅的家園,02_Races/Syreen.md,228
Syra,席拉星,03_Characters/Talana.md,71
Syra,席拉,07_Glossary/Master_Glossary.md,287
Syra,席拉,07_Glossary/Place_Names.md,64
Syra,席拉,07_Glossary/Fixed_Terms.csv,188
Syreen,古典感,00_Project_Control/Dossier_Voice_Audit_2026-08-15.md,59
Syreen,塞蓮族,07_Glossary/Master_Glossary.md,53
Syreen,塞蓮族,07_Glossary/Fixed_Terms.csv,15
Syreen Song,塞蓮之歌,07_Glossary/Tech_Names.md,45
Syreen Song,塞蓮之歌,07_Glossary/Fixed_Terms.csv,106
TARGET,目標,02_Races/Slylandro_Probe.md,147
THANK YOU! THANK YOU! THANK YOU!,謝謝你！ 謝謝你！ 謝謝你！,02_Races/Dnyarri.md,189
THIRD LAW,第三定律,02_Races/Slylandro_Probe.md,129
THIS IS PROBE 2418-B,本探測器編號 2418-B。,02_Races/Slylandro_Probe.md,126
Taalo,塔洛族,02_Races/Ur_Quan_Kohr_Ah.md,122
Taalo,塔洛族,03_Characters/Talking_Pet.md,98
Taalo,塔洛族,07_Glossary/Master_Glossary.md,72
Taalo,塔洛族,07_Glossary/Fixed_Terms.csv,35
Taalo Shield,塔洛防護罩,01_World_Lore/Technology_Level.md,75
Taalo Shield,塔洛防護罩,05_Technology/Precursor_Artifact.md,94
Taalo Shield,塔洛防護罩,07_Glossary/Master_Glossary.md,222
Taalo Shield,塔洛防護罩,07_Glossary/Tech_Names.md,19
Taalo Shield,塔洛防護罩,07_Glossary/Fixed_Terms.csv,126
Taalo device,塔洛裝置,03_Characters/Talking_Pet.md,100
Taalo device,塔洛裝置,03_Characters/Talking_Pet.md,310
Taalo device,塔洛裝置,07_Glossary/Master_Glossary.md,90
Taalo shield,塔洛盾,03_Characters/Talking_Pet.md,99
Taalo shield,塔洛盾,03_Characters/Talking_Pet.md,309
Taalo shield,塔洛盾,07_Glossary/Master_Glossary.md,89
Talana,泰蘭娜,07_Glossary/Master_Glossary.md,149
Talana,泰蘭娜,07_Glossary/Fixed_Terms.csv,45
Talking Pet,會話寵,02_Races/Arilou.md,145
Talking Pet,會話寵,02_Races/Umgah.md,141
Talking Pet,會話寵,03_Characters/Talking_Pet.md,94
Talking Pet,會話寵 / 蟾亞 dual-identity,03_Characters/Talking_Pet.md,303
Talking Pet,會話寵,07_Glossary/Master_Glossary.md,71
Talking Pet,會話寵 / 蟾亞,07_Glossary/Master_Glossary.md,85
Talking Pet,會話寵,07_Glossary/Fixed_Terms.csv,34
Tanaka,田中,02_Races/Shofixti.md,139
Tanaka,田中,07_Glossary/Fixed_Terms.csv,57
Technology,技術,02_Races/Melnorme.md,79
Tender Shoot,嫩芽號,02_Races/Supox.md,181
Terminator,終結者,04_Ships/Alliance_Ships.md,139
Terminator,終結者,07_Glossary/Master_Glossary.md,178
Terminator,終結者,07_Glossary/Ship_Names.md,15
Terminator,終結者,07_Glossary/Fixed_Terms.csv,66
Terrible death,可怕的死亡,02_Races/Spathi.md,81
The Below / Outside / Beyond,底層 / 外面 / 彼岸,02_Races/Arilou.md,144
"The Druuge, the cruel, sallow trading race",毒賈族,02_Races/Supox.md,189
The Process,融合工程,02_Races/Chmmr.md,105
The Sport of Kings,諸王之運動！,07_Glossary/Master_Glossary.md,347
The Twins Of Darkness / The Wicked Pair / Duo Of Deception,黑暗雙神 / 邪惡雙生 / 欺詐雙生,02_Races/Ilwrath.md,121
The Ultimate / Universal,宇宙至物,02_Races/Utwig.md,120
The Vault,庇護所,07_Glossary/Master_Glossary.md,286
The Vault,庇護所,07_Glossary/Place_Names.md,91
The Vault,庇護所,07_Glossary/Fixed_Terms.csv,191
The Wearers of Masks,面具族,02_Races/Thraddash.md,208
The Words,那句話,03_Characters/Safe_Ones_High_Council.md,93
The Words,那句話,07_Glossary/Master_Glossary.md,100
The agreed-upon exchange is hereby enacted,茲此執行協議之交易,02_Races/Druuge.md,211
Thraddash,粗魯自嘲,00_Project_Control/Dossier_Voice_Audit_2026-08-15.md,75
Thraddash,撻伐族,07_Glossary/Master_Glossary.md,63
Thraddash,撻伐族,07_Glossary/Fixed_Terms.csv,26
Tobermoon,土柏月亮號,04_Ships/Player_Flagship.md,86
Tobermoon,土柏月亮號,07_Glossary/Master_Glossary.md,206
Tobermoon,土柏月亮號,07_Glossary/Ship_Names.md,61
Tobermoon,土柏月亮號,07_Glossary/Fixed_Terms.csv,88
Token,譯文,08_Translation_Rules/Humor_Rule.md,405
Token,原譯,09_AI_Prompt/Translate_Dialogue.md,247
Torch,火炬艦,04_Ships/Neutral_Ships.md,161
Torch,火炬艦,07_Glossary/Master_Glossary.md,192
Torch,火炬艦,07_Glossary/Ship_Names.md,44
Torch,火炬艦,07_Glossary/Fixed_Terms.csv,80
Torch / Fury,火炬艦,04_Ships/Neutral_Ships.md,162
Touch-o-Vision,觸感電視,02_Races/Syreen.md,251
Tracking System,追蹤系統,05_Technology/Ship_Modules.md,62
Tracking System,追蹤系統,07_Glossary/Tech_Names.md,111
Tractor Beam,牽引光束,01_World_Lore/Technology_Level.md,26
Tractor Beam,牽引光束,07_Glossary/Tech_Names.md,61
Tractor Beam,牽引光束,07_Glossary/Fixed_Terms.csv,121
Trade Master,貿易官,01_World_Lore/Political_System.md,104
Trade Master,貿易官,02_Races/Melnorme.md,80
Trade Master Greenish,綠光貿易官,03_Characters/Trade_Master_Greenish.md,67
Trade Master Greenish,綠光貿易官,07_Glossary/Master_Glossary.md,151
Trade Master Greenish,綠光貿易官,07_Glossary/Fixed_Terms.csv,47
Trader / Melnorme Ship,貿易艦,04_Ships/Neutral_Ships.md,164
Trader / Melnorme Ship,梅諾商貿易艦,07_Glossary/Master_Glossary.md,194
Trader / Melnorme Ship,梅諾商貿易艦,07_Glossary/Master_Glossary.md,384
Trader / Melnorme Ship,梅諾商貿易艦,07_Glossary/Ship_Names.md,47
Transformer,變形艦,07_Glossary/Fixed_Terms.csv,63
Transformer / X-Form,變形艦,04_Ships/Alliance_Ships.md,137
Transformer / X-Form,變形艦,07_Glossary/Master_Glossary.md,176
Transformer / X-Form vessel,變形艦,07_Glossary/Ship_Names.md,13
Trident of Wimbli,温布利三叉戟,02_Races/Druuge.md,196
Trident of Wimbli / Wimbli's Trident,温布利三叉戟,07_Glossary/Master_Glossary.md,225
Triple Bullets,三連發彈,07_Glossary/Tech_Names.md,48
Triple Bullets,三連發彈,07_Glossary/Fixed_Terms.csv,109
Trolly Bazoo,待選,08_Translation_Rules/Alien_Speech_Rule.md,44
Trooba Fern,楚巴蕨,07_Glossary/Master_Glossary.md,106
TrueSpace,真實空間,01_World_Lore/Technology_Level.md,9
TrueSpace,真實空間,02_Races/Arilou.md,140
TrueSpace,真實空間,06_Locations/Star_Systems.md,56
TrueSpace,真實空間,07_Glossary/Master_Glossary.md,245
TrueSpace,真實空間,07_Glossary/Place_Names.md,90
TrueSpace,真實空間,07_Glossary/Tech_Names.md,161
TrueSpace,真實空間,07_Glossary/Fixed_Terms.csv,129
Turbo Thruster,渦輪推進器,05_Technology/Ship_Modules.md,13
Turbo Thruster,渦輪推進器,07_Glossary/Tech_Names.md,73
Turbo-Thrusters / Turbo-Boosted,渦輪推進器,02_Races/Thraddash.md,187
Turning Jet,轉向噴嘴,05_Technology/Ship_Modules.md,20
Turning Jet,轉向噴射器,07_Glossary/Master_Glossary.md,371
Turning Jet I/II/III,轉向噴嘴,07_Glossary/Tech_Names.md,80
Turning Jet II,轉向噴嘴,05_Technology/Ship_Modules.md,21
Turning Jet III,轉向噴嘴,05_Technology/Ship_Modules.md,22
Turning Jets,轉向噴射器,01_World_Lore/Technology_Level.md,39
Turret Cannon,砲塔火砲,05_Technology/Ship_Modules.md,45
Twin Pulsar Cannons,雙脈衝砲,07_Glossary/Tech_Names.md,41
Twin Pulsar Cannons,雙脈衝砲,07_Glossary/Fixed_Terms.csv,101
Two leaves pull water from the same root,雙葉共汲於一根。,02_Races/Supox.md,175
Typo,正確,11_QA/Error_List.md,133
Tzo crystal,佐晶,07_Glossary/Master_Glossary.md,361
Ulp!,呃,02_Races/Thraddash.md,176
Ultimate Evil,終極之惡,03_Characters/Safe_Ones_High_Council.md,97
Ultimate Weapon,終極武器,02_Races/Supox.md,197
Ultron,厄創,01_World_Lore/Technology_Level.md,74
Ultron,厄創,02_Races/Druuge.md,193
Ultron,究極子,02_Races/Supox.md,196
Ultron,厄創,02_Races/Utwig.md,118
Ultron,厄創,05_Technology/Precursor_Artifact.md,91
Ultron,厄創,07_Glossary/Master_Glossary.md,220
Ultron,厄創,07_Glossary/Tech_Names.md,13
Ultron,厄創,07_Glossary/Fixed_Terms.csv,123
Ultron Saint,厄創聖徒,07_Glossary/Master_Glossary.md,116
Umgah,粗俗黑色荒謬,00_Project_Control/Dossier_Voice_Audit_2026-08-15.md,57
Umgah,一般粗俗黑色荒謬,00_Project_Control/Dossier_Voice_Audit_2026-08-15.md,137
Umgah,陰嘎族,07_Glossary/Master_Glossary.md,55
Umgah,陰嘎族,07_Glossary/Fixed_Terms.csv,18
Umgah Hyperspatial Terror,陰嘎超空間恐懼,07_Glossary/Tech_Names.md,17
Unzervalt,恩澤伐特,07_Glossary/Fixed_Terms.csv,186
Unzervalt / Vela II,恩澤伐特,07_Glossary/Master_Glossary.md,262
Unzervalt / Vela II,恩澤伐特,07_Glossary/Place_Names.md,63
Ur-Quan,烏寬族,07_Glossary/Master_Glossary.md,44
Ur-Quan,烏寬族,09_AI_Prompt/Terminology_Audit.md,133
Ur-Quan,烏寬族,07_Glossary/Fixed_Terms.csv,2
Ur-Quan / Kohr-Ah,烏寬／科拉,02_Races/Supox.md,199
Ur-Quan / Kohr-Ah,烏寬／科拉,02_Races/Thraddash.md,205
